id,place_name,county,country,grid_reference,easting,northing,latitude,longitude,postcode_area,type
1816,Ballentoul,Perth and Kinross,Scotland,NN8865,288500,765500,56.76770,-3.82579,PH18 5,Other
1817,Ballhill,Devon,England,SS2624,226500,124500,50.99368,-4.47371,EX39 6,Other
1818,Ballidon,Derbyshire,England,SK2054,420500,354500,53.08733,-1.69538,DE6 1,Other
1819,Ballifeary,Highland,Scotland,NH6644,266500,844500,57.47105,-4.22763,IV2 4,Other
1820,Ballimore,Argyll and Bute,Scotland,NN0525,205500,725500,56.38165,-5.15182,PA35 1,Other
1821,Ballimore,Argyll and Bute,Scotland,NR9283,192500,683500,55.99942,-5.32917,PA21 2,Other
1822,Ballinamallard,Fermanagh,Northern Ireland,H271502,227110,350235,54.40000,-7.58333,BT94 2,Other
1823,Ballinderry Lower,Lisburn,Northern Ireland,J129677,312905,367700,54.54504,-6.25611,BT28 2,Other
1824,Ballinderry Upper,Lisburn,Northern Ireland,J154664,315490,366460,54.53333,-6.21667,BT28 2,Other
1825,Ballingdon,Suffolk,England,TL8640,586500,240500,52.03154,0.71732,CO10 7,Other
1826,Ballingdon Bottom,Hertfordshire,England,TL0314,503500,214500,51.81955,-0.49980,HP2 6,Other
1827,Ballinger Bottom,Buckinghamshire,England,SP9103,491500,203500,51.72277,-0.67674,HP16 9,Other
1828,Ballinger Bottom (South),Buckinghamshire,England,SP9102,491500,202500,51.71378,-0.67700,HP16 0,Other
1829,Ballinger Common,Buckinghamshire,England,SP9103,491500,203500,51.72277,-0.67674,HP16 9,Other
1830,Ballingham,Herefordshire,England,SO5731,357500,231500,51.98033,-2.62020,HR2 6,Other
1831,Ballingham Hill,Herefordshire,England,SO5732,357500,232500,51.98932,-2.62032,HR2 6,Other
1832,Ballingry,Fife,Scotland,NT1797,317500,697500,56.16300,-3.32999,KY5 8,Other
1833,Ballinluig,Perth and Kinross,Scotland,NN9457,294500,757500,56.69726,-3.72439,PH16 5,Other
1834,Ballinluig,Perth and Kinross,Scotland,NN9752,297500,752500,56.65303,-3.67343,PH9 0,Other
1835,Ballintoy,Moyle,Northern Ireland,D043444,304338,444499,55.23646,-6.36065,BT54 6,Other
1836,Ballintuim,Perth and Kinross,Scotland,NO1054,310500,754500,56.67366,-3.46217,PH10 7,Other
1837,Balliveolan,Argyll and Bute,Scotland,NM8442,184500,742500,56.52499,-5.50530,PA34 5,Other
1838,Balloan,Highland,Scotland,NC5905,259500,905500,58.01638,-4.37995,IV27 4,Other
1839,Balloch,Highland,Scotland,NH7346,273500,846500,57.49101,-4.11204,IV2 7,Other
1840,Balloch,West Dunbartonshire,Scotland,NS3982,239500,682500,56.00849,-4.57583,G83 8,Other
1841,Balloch,North Lanarkshire,Scotland,NS7374,273500,674500,55.94683,-4.02718,G68 9,Other
1842,Ballochan,Aberdeenshire,Scotland,NO5290,352500,790500,57.00320,-2.78360,AB34 5,Other
1843,Ballochearn,Stirling,Scotland,NS5888,258500,688500,56.06834,-4.27455,G63 0,Other
1844,Ballochgoy,Argyll and Bute,Scotland,NS0864,208500,664500,55.83561,-5.05955,PA20 0,Other
1845,Ballogie,Aberdeenshire,Scotland,NO5795,357500,795500,57.04860,-2.70214,AB34 5,Other
1846,Balls Cross,West Sussex,England,SU9826,498500,126500,51.02944,-0.59676,GU28 9,Other
1847,Balls Green,Essex,England,TM0923,609500,223500,51.87071,1.04177,CO7 7,Other
1848,Balls Green,West Sussex,England,TQ1023,510500,123500,51.00029,-0.42661,RH14 9,Other
1849,Balls Green,East Sussex,England,TQ4936,549500,136500,51.10831,0.13419,TN7 4,Other
1850,Balls Hill,West Midlands,England,SO9993,399500,293500,52.53936,-2.00880,B71 2,Other
1851,Ballsmill,Newry and Mourne,Northern Ireland,H982140,298255,314092,54.06667,-6.50000,BT35 9,Other
1852,Ballybogy,Ballymoney,Northern Ireland,C915308,291506,430875,55.11667,-6.56667,BT53 6,Other
1853,Ballycarry,Carrickfergus,Northern Ireland,J437932,343789,393261,54.76667,-5.76667,BT38 9,Other
1854,Ballycassidy,Fermanagh,Northern Ireland,H229506,222937,350604,54.40352,-7.64756,BT94 2,Other
1855,Ballycastle,Moyle,Northern Ireland,D119411,311912,441117,55.20444,-6.24298,BT54 6,Town
1856,Ballyclare,Newtownabbey,Northern Ireland,J277927,327701,392778,54.76667,-6.01667,BT39 9,Other
1857,Ballyclog,Cookstown,Northern Ireland,H872732,287298,373256,54.60000,-6.65000,BT71 5,Other
1858,Ballycloghan,Ballymena,Northern Ireland,D144091,314405,409128,54.91667,-6.21667,BT43 7,Other
1859,Ballyculter,Down,Northern Ireland,J572454,357245,345428,54.33333,-5.58333,BT30 7,Other
1860,Ballydarrog,Limavady,Northern Ireland,C651174,265110,417421,55.00000,-6.98333,BT49 9,Other
1861,Ballydivity,Ballymoney,Northern Ireland,C956346,295680,434675,55.15000,-6.50000,BT53 8,Other
1862,Ballydonegan,Limavady,Northern Ireland,C631025,263185,402548,54.86667,-7.01667,BT47 4,Other
1863,Ballydrain,Ards,Northern Ireland,J500656,350070,365613,54.51667,-5.68333,BT23 6,Other
1864,Ballydullaghan,Coleraine,Northern Ireland,C844103,284447,410320,54.93333,-6.68333,BT46 5,Other
1865,Ballyeaston,Newtownabbey,Northern Ireland,J287928,328774,392808,54.76667,-6.00000,BT39 9,Other
1866,Ballyetragh,Strabane,Northern Ireland,H161780,216186,378013,54.65000,-7.75000,BT81 7,Other
1867,Ballygalley,Larne,Northern Ireland,D376074,337653,407419,54.89547,-5.85520,BT40 2,Other
1868,Ballygally,Larne,Northern Ireland,D372076,337218,407614,54.89734,-5.86189,BT40 2,Other
1869,Ballygawley,Dungannon,Northern Ireland,H627580,262729,358007,54.46667,-7.03333,BT70 2,Other
1870,Ballygowan,Ards,Northern Ireland,J431637,343108,363715,54.50165,-5.79168,BT23 6,Other
1871,Ballygown,Argyll and Bute,Scotland,NM4343,143500,743500,56.51339,-6.17104,PA73 6,Other
1872,Ballygrant,Argyll and Bute,Scotland,NR3966,139500,666500,55.82125,-6.16046,PA45 7,Other
1873,Ballyhackamore,Antrim,Northern Ireland,J381739,338183,373956,54.59494,-5.86284,BT4 3,Other
1874,Ballyhornan,Down,Northern Ireland,J590413,359098,341398,54.29659,-5.55702,BT30 7,Other
1875,Ballykelly,Limavady,Northern Ireland,C627223,262787,422315,55.04425,-7.01855,BT49 9,Other
1876,Ballykinler,Down,Northern Ireland,J434356,343443,335693,54.25000,-5.80000,BT30 8,Other
1877,Ballylumford,Larne,Northern Ireland,D424019,342441,401911,54.84469,-5.78336,BT40 3,Other
1878,Ballymacarret,Belfast,Northern Ireland,J357742,335788,374232,54.59807,-5.89974,BT4 1,Other
1879,Ballymaconnelly,Ballymoney,Northern Ireland,C950142,295051,414245,54.96667,-6.51667,BT44 8,Other
1880,Ballymacrevan,Lisburn,Northern Ireland,J133703,313349,370366,54.56888,-6.24822,BT28 2,Other
1881,Ballymagorry,Strabane,Northern Ireland,C364003,236448,400396,54.85000,-7.43333,BT82 0,Other
1882,Ballymartin,Newry and Mourne,Northern Ireland,J343166,334329,316605,54.08110,-5.94824,BT34 4,Other
1883,Ballymeanoch,Argyll and Bute,Scotland,NR8396,183500,696500,56.11203,-5.48371,PA31 8,Other
1884,Ballymena,Ballymena,Northern Ireland,D107031,310728,403122,54.86357,-6.27628,BT43 5,Town
1885,Ballymichael,North Ayrshire,Scotland,NR9231,192500,631500,55.53298,-5.28961,KA27 8,Other
1886,Ballymoney,Ballymoney,Northern Ireland,C952258,295225,425845,55.07080,-6.51009,BT53 6,Town
1887,Ballynacanon,Coleraine,Northern Ireland,C820251,282038,425123,55.06667,-6.71667,BT51 4,Other
1888,Ballynafeigh,Castlereagh,Northern Ireland,J358707,335875,370737,54.56667,-5.90000,BT6 0,Other
1889,Ballynagard,Derry,Northern Ireland,C469209,246939,420904,55.03333,-7.26667,BT47 6,Other
1890,Ballynahinch,Down,Northern Ireland,J375522,337511,352220,54.40000,-5.88333,BT24 8,Other
1891,Ballynamallaght,Strabane,Northern Ireland,C492005,249295,400518,54.85000,-7.23333,BT82 0,Other
1892,Ballynameen,Coleraine,Northern Ireland,C832158,283275,415865,54.98333,-6.70000,BT51 5,Other
1893,Ballynaskeagh,Banbridge,Northern Ireland,J151386,315109,338608,54.28333,-6.23333,BT32 5,Other
1894,Ballyneaner,Strabane,Northern Ireland,C503023,250344,402386,54.86667,-7.21667,BT82 0,Other
1895,Ballynoe,Down,Northern Ireland,J487395,348754,339574,54.28333,-5.71667,BT30 8,Other
1896,Ballynure,Newtownabbey,Northern Ireland,J319929,331992,392901,54.76667,-5.95000,BT39 9,Other
1897,Ballyreagh,Dungannon,Northern Ireland,H659599,265944,359907,54.48333,-6.98333,BT70 2,Other
1898,Ballyreagh,Fermanagh,Northern Ireland,H314484,231452,348407,54.38333,-7.51667,BT94 3,Other
1899,Ballyronan,Cookstown,Northern Ireland,H946854,294624,385448,54.70816,-6.53275,BT45 6,Other
1900,Ballyroney,Banbridge,Northern Ireland,J216369,321671,336922,54.26667,-6.13333,BT32 5,Other
1901,Ballyvoy,Moyle,Northern Ireland,D157407,315723,440720,55.20000,-6.18333,BT54 6,Other
1902,Ballywalter,Ards,Northern Ireland,J628690,362821,369017,54.54329,-5.48475,BT22 2,Other
1903,Ballyward,Banbridge,Northern Ireland,J281370,328185,337099,54.26667,-6.03333,BT31 9,Other
1904,Balmacara,Highland,Scotland,NG8127,181500,827500,57.28569,-5.62720,IV40 8,Other
1905,Balmacara Square,Highland,Scotland,NG8028,180500,828500,57.29418,-5.64464,IV40 8,Other
1906,Balmaclellan,Dumfries and Galloway,Scotland,NX6579,265500,579500,55.09164,-4.10904,DG7 3,Other
1907,Balmacneil,Perth and Kinross,Scotland,NN9750,297500,750500,56.63507,-3.67263,PH8 0,Other
1908,Balmacqueen,Highland,Scotland,NG4474,144500,874500,57.68752,-6.28850,IV51 9,Other
1909,Balmaha,Stirling,Scotland,NS4290,242500,690500,56.08129,-4.53247,G63 0,Other
1910,Balmalcolm,Fife,Scotland,NO3208,332500,708500,56.26417,-3.09132,KY15 7,Other
1911,Balmalloch,North Lanarkshire,Scotland,NS7078,270500,678500,55.98195,-4.07711,G65 9,Other
1912,Balmashanner,Angus,Scotland,NO4649,346500,749500,56.63426,-2.87375,DD8 2,Other
1913,Balmeanach,Highland,Scotland,NG3243,132500,843500,57.40294,-6.45507,IV56 8,Other
1914,Balmeanach,Highland,Scotland,NG4668,146500,868500,57.63491,-6.24875,IV51 9,Other
1915,Balmeanach,Highland,Scotland,NG5234,152500,834500,57.33363,-6.11407,IV51 9,Other
1916,Balmedie,Aberdeenshire,Scotland,NJ9617,396500,817500,57.24818,-2.05964,AB23 8,Other
1917,Balmer,Shropshire,England,SJ4434,344500,334500,52.90505,-2.82662,SY12 0,Other
1918,Balmer Heath,Shropshire,England,SJ4434,344500,334500,52.90505,-2.82662,SY12 0,Other
1919,Balmerino,Fife,Scotland,NO3524,335500,724500,56.40831,-3.04682,DD6 8,Other
1920,Balmerlawn,Hampshire,England,SU3003,430500,103500,50.83024,-1.56830,SO42 7,Other
1921,Balmichael,North Ayrshire,Scotland,NR9231,192500,631500,55.53298,-5.28961,KA27 8,Other
1922,Balmoral,Belfast,Northern Ireland,J316687,331617,368755,54.55000,-5.96667,BT9 5,Other
1923,Balmoral,Scottish Borders,Scotland,NT4836,348500,636500,55.61935,-2.81927,TD1 1,Other
1924,Balmore,Highland,Scotland,ND0067,300500,967500,58.58406,-3.71306,KW14 7,Other
1925,Balmore,Highland,Scotland,NG2841,128500,841500,57.38266,-6.51922,IV55 8,Other
1926,Balmore,East Dunbartonshire,Scotland,NS6073,260500,673500,55.93426,-4.23466,G64 4,Other
1927,Balmullo,Fife,Scotland,NO4220,342500,720500,56.37329,-2.93253,KY16 0,Other
1928,Balnaboth,Angus,Scotland,NO3166,331500,766500,56.78500,-3.12277,DD8 4,Other
1929,Balnabruach,Highland,Scotland,NH9084,290500,884500,57.83659,-3.84586,IV20 1,Other
1930,Balnabruich,Highland,Scotland,ND1529,315500,929500,58.24607,-3.44116,KW6 6,Other
1931,Balnacoil,Highland,Scotland,NC8011,280500,911500,58.07639,-4.02781,IV28 3,Other
1932,Balnacra,Highland,Scotland,NG9846,198500,846500,57.46388,-5.36126,IV54 8,Other
1933,Balnadelson,Highland,Scotland,NC6006,260500,906500,58.02567,-4.36363,IV27 4,Other
1934,Balnagask,Aberdeen City,Scotland,NJ9604,396500,804500,57.13140,-2.05945,AB12 3,Other
1935,Balnaguard,Perth and Kinross,Scotland,NN9451,294500,751500,56.64339,-3.72193,PH9 0,Other
1936,Balnahard,Argyll and Bute,Scotland,NM4534,145500,734500,56.43383,-6.12985,PA68 6,Other
1937,Balnahard,Argyll and Bute,Scotland,NR4199,141500,699500,56.11804,-6.16029,PA61 7,Other
1938,Balnain,Highland,Scotland,NH4430,244500,830500,57.33841,-4.58519,IV63 6,Other
1939,Balnakeil,Highland,Scotland,NC3968,239500,968500,58.57478,-4.76179,IV27 4,Other
1940,Balnakeil Craft Village,Highland,Scotland,NC3967,239500,967500,58.56581,-4.76109,IV27 4,Other
1941,Balnakilly,Perth and Kinross,Scotland,NO0760,307500,760500,56.72696,-3.51327,PH10 7,Other
1942,Balnaknock,Highland,Scotland,NG4262,142500,862500,57.57890,-6.30917,IV51 9,Other
1943,Balnamoon,Aberdeenshire,Scotland,NJ8955,389500,855500,57.58941,-2.17728,AB43 7,Other
1944,Balnamoon,Angus,Scotland,NO5563,355500,763500,56.76097,-2.72948,DD9 7,Other
1945,Balnamore,Ballymoney,Northern Ireland,C918251,291893,425195,55.06559,-6.56244,BT53 7,Other
1946,Balnapaling,Highland,Scotland,NH7969,279500,869500,57.69911,-4.02345,IV19 1,Other
1947,Balne,North Yorkshire,England,SE5819,458500,419500,53.66871,-1.11605,DN14 0,Other
1948,Balnoon,Cornwall,England,SW5038,150500,38500,50.19383,-5.49708,TR26 3,Other
1949,Balornock,Glasgow City,Scotland,NS6268,262500,668500,55.88994,-4.20013,G21 3,Other
1950,Balquhidder,Stirling,Scotland,NN5320,253500,720500,56.35409,-4.37248,FK19 8,Other
1951,Balranald,Na h-Eileanan an Iar,Scotland,NF7270,72500,870500,57.60517,-7.48547,HS6 5,Other
1952,Balsall,West Midlands,England,SP2376,423500,276500,52.38603,-1.65614,CV7 7,Other
1953,Balsall Common,West Midlands,England,SP2377,423500,277500,52.39502,-1.65607,CV7 7,Other
1954,Balsall Heath,West Midlands,England,SP0784,407500,284500,52.45840,-1.89105,B12 9,Other
1955,Balsall Street,West Midlands,England,SP2276,422500,276500,52.38607,-1.67084,CV7 7,Other
1956,Balscote,Oxfordshire,England,SP3941,439500,241500,52.07047,-1.42514,OX15 6,Other
1957,Balsham,Cambridgeshire,England,TL5850,558500,250500,52.13008,0.31418,CB21 4,Other
1958,Balstonia,Essex,England,TQ6983,569500,183500,51.52498,0.44195,SS17 7,Other
1959,Baltasound,Shetland Islands,Scotland,HP6208,462500,1208500,60.75464,-0.85510,ZE2 9,Other
1960,Balterley,Staffordshire,England,SJ7650,376500,350500,53.05124,-2.35203,CW2 5,Other
1961,Balterley Green,Staffordshire,England,SJ7650,376500,350500,53.05124,-2.35203,CW2 5,Other
1962,Balterley Heath,Staffordshire,England,SJ7450,374500,350500,53.05115,-2.38186,CW2 5,Other
1963,Balthangie,Aberdeenshire,Scotland,NJ8351,383500,851500,57.55330,-2.27737,AB53 5,Other
1964,Baltilly,Fife,Scotland,NO3911,339500,711500,56.29207,-2.97902,KY15 5,Other
1965,Baltonsborough,Somerset,England,ST5434,354500,134500,51.10798,-2.65130,BA6 8,Other
1966,Balvenie,Moray,Scotland,NJ3242,332500,842500,57.46773,-3.12695,AB55 4,Other
1967,Balvicar,Argyll and Bute,Scotland,NM7616,176500,716500,56.28814,-5.61289,PA34 4,Other
1968,Balvraid,Highland,Scotland,NH5051,250500,851500,57.52888,-4.49843,IV6 7,Other
1969,Balwest,Cornwall,England,SW5930,159500,30500,50.12573,-5.36617,TR13 9,Other
1970,Bamber Bridge,Lancashire,England,SD5626,356500,426500,53.73307,-2.66087,PR5 6,Town
1971,Bamber's Green,Essex,England,TL5723,557500,223500,51.88781,0.28718,CM22 6,Other
1972,Bamburgh,Northumberland,England,NU1734,417500,634500,55.60380,-1.72381,NE69 7,Other
1973,Bamford,Greater Manchester,England,SD8613,386500,413500,53.61787,-2.20555,OL11 5,Other
1974,Bamford,Derbyshire,England,SK2083,420500,383500,53.34800,-1.69352,S33 0,Other
1975,Bamfurlong,Greater Manchester,England,SD5901,359500,401500,53.50862,-2.61214,WN2 5,Other
1976,Bamfurlong,Gloucestershire,England,SO9021,390500,221500,51.89197,-2.13945,GL51 6,Other
1977,Bampton,Cumbria,England,NY5118,351500,518500,54.55940,-2.75149,CA10 2,Other
1978,Bampton,Oxfordshire,England,SP3103,431500,203500,51.72934,-1.54531,OX18 2,Other
1979,Bampton,Devon,England,SS9522,295500,122500,50.99238,-3.49037,EX16 9,Other
1980,Bampton Grange,Cumbria,England,NY5218,352500,518500,54.55949,-2.73603,CA10 2,Other
1981,Banavie,Highland,Scotland,NN1177,211500,777500,56.85056,-5.09274,PH33 7,Other
1982,Banbridge,Banbridge,Northern Ireland,J116459,311673,345948,54.35000,-6.28333,BT32 3,Town
1983,Banbury,Oxfordshire,England,SP4540,445500,240500,52.06102,-1.33775,OX16 5,Town
1984,Banc-y-Darren,Ceredigion,Wales,SN6782,267500,282500,52.42439,-3.95001,SY23 3,Other
1985,Bancffosfelen,Carmarthenshire,Wales,SN4811,248500,211500,51.78160,-4.19762,SA15 5,Other
1986,Banchory,Aberdeenshire,Scotland,NO6995,369500,795500,57.04955,-2.50436,AB31 5,Town
1987,Banchory-Devenick,Aberdeenshire,Scotland,NJ9102,391500,802500,57.11337,-2.14198,AB12 5,Other
1988,Bancycapel,Carmarthenshire,Wales,SN4215,242500,215500,51.81587,-4.28634,SA32 8,Other
1989,Bancyfelin,Carmarthenshire,Wales,SN3218,232500,218500,51.83991,-4.43274,SA33 5,Other
1990,Bancyfford,Carmarthenshire,Wales,SN4037,240500,237500,52.01294,-4.32553,SA44 5,Other
1991,Bandonhill,Sutton - Greater London,England,TQ2964,529500,164500,51.36481,-0.14122,SM6 8,Other
1992,Bandrake Head,Cumbria,England,SD3187,331500,487500,54.27853,-3.05354,LA12 8,Other
1993,Banff,Aberdeenshire,Scotland,NJ6864,368500,864500,57.66927,-2.52970,AB45 1,Town
1994,Bangor,North Down,Northern Ireland,J504808,350497,380858,54.65338,-5.66895,BT20 4,Town
1995,Bangor,Gwynedd,Wales,SH5771,257500,371500,53.22138,-4.13584,LL57 2,City
1996,Bangor on Dee/Bangor-is-y-coed,Wrexham,Wales,SJ3945,339500,345500,53.00338,-2.90300,LL13 0,Other
1997,Bangor Teifi,Ceredigion,Wales,SN3840,238500,240500,52.03931,-4.35606,SA44 5,Other
1998,Bangors,Cornwall,England,SX2099,220500,99500,50.76725,-4.54683,EX23 0,Other
1999,Banham,Norfolk,England,TM0688,606500,288500,52.45540,1.03777,NR16 2,Other
2000,Bank,Hampshire,England,SU2807,428500,107500,50.86631,-1.59638,SO43 7,Other
2001,Bank End,Cumbria,England,NY0438,304500,538500,54.73238,-3.48460,CA15 6,Other
2002,Bank End,Cumbria,England,SD1988,319500,488500,54.28577,-3.23806,LA20 6,Other
2003,Bank Fold,Lancashire,England,SD7124,371500,424500,53.71613,-2.43332,BB1 2,Other
2004,Bank Hey,Lancashire,England,SD6930,369500,430500,53.76994,-2.46422,BB1 5,Other
2005,Bank Houses,Lancashire,England,SD4353,343500,453500,53.97446,-2.86289,LA2 0,Other
2006,Bank Lane,Greater Manchester,England,SD7917,379500,417500,53.65359,-2.31164,BL0 0,Other
2007,Bank Newton,North Yorkshire,England,SD9153,391500,453500,53.97749,-2.13109,BD23 3,Other
2008,Bank Street,Worcestershire,England,SO6362,363500,262500,52.25945,-2.53618,WR15 8,Other
2009,Bank Top,Tyne and Wear,England,NZ1466,414500,566500,54.99288,-1.77491,NE15 9,Other
2010,Bank Top,Lancashire,England,SD5107,351500,407500,53.56186,-2.73369,WN8 0,Other
2011,Bank Top,Greater Manchester,England,SD7212,372500,412500,53.60833,-2.41710,BL1 7,Other
2012,Bank Top,West Yorkshire,England,SE1024,410500,424500,53.71681,-1.84238,HX3 9,Other
2013,Bank Top,West Yorkshire,England,SE1836,418500,436500,53.82444,-1.72044,BD10 8,Other
2014,Bank Top,Staffordshire,England,SJ8751,387500,351500,53.06060,-2.18797,ST6 7,Other
2015,Bank's Green,Worcestershire,England,SO9967,399500,267500,52.30562,-2.00876,B97 5,Other
2016,Bankend,Dumfries and Galloway,Scotland,NY0268,302500,568500,55.00149,-3.52579,DG1 4,Other
2017,Bankfoot,Perth and Kinross,Scotland,NO0635,306500,735500,56.50225,-3.52056,PH1 4,Other
2018,Bankglen,East Ayrshire,Scotland,NS5912,259500,612500,55.38629,-4.21943,KA18 4,Other
2019,Bankhead,Aberdeen City,Scotland,NJ8809,388500,809500,57.17618,-2.19184,AB21 9,Other
2020,Bankhead,Angus,Scotland,NO4639,346500,739500,56.54443,-2.87168,DD5 3,Other
2021,Bankhead,Falkirk,Scotland,NS8080,280500,680500,56.00250,-3.91783,FK6 5,Other
2022,Bankhead,South Lanarkshire,Scotland,NS8842,288500,642500,55.66317,-3.77401,ML11 9,Other
2023,Bankland,Somerset,England,ST3129,331500,129500,51.06073,-2.97884,TA7 0,Other
2024,Banknock,Falkirk,Scotland,NS7879,278500,679500,55.99302,-3.94943,FK4 1,Other
2025,Banknock,Falkirk,Scotland,NS7980,279500,680500,56.00225,-3.93386,FK6 5,Other
2026,Banks,Dumfries and Galloway,Scotland,NX6948,269500,548500,54.81431,-4.03231,DG6 4,Other
2027,Banks,Cumbria,England,NY5664,356500,564500,54.97320,-2.68109,CA8 2,Other
2028,Banks,Lancashire,England,SD3920,339500,420500,53.67745,-2.91736,PR9 8,Other
2029,Bankshead,Shropshire,England,SO3089,330500,289500,52.49896,-3.02521,SY9 5,Other
2030,Bankshill,Dumfries and Galloway,Scotland,NY1981,319500,581500,55.12132,-3.26378,DG11 2,Other
2031,Bankside,Falkirk,Scotland,NS8981,289500,681500,56.01364,-3.77400,FK2 7,Other
2032,Banners Gate,West Midlands,England,SP0895,408500,295500,52.55727,-1.87606,B73 6,Other
2033,Banningham,Norfolk,England,TG2129,621500,329500,52.81751,1.28564,NR11 7,Other
2034,Bannister Green,Essex,England,TL6920,569500,220500,51.85735,0.45991,CM6 3,Other
2035,Bannockburn,Stirling,Scotland,NS8090,280500,690500,56.09230,-3.92229,FK7 0,Other
2036,Banns,Cornwall,England,SW7048,170500,48500,50.29171,-5.22341,TR4 8,Other
2037,Bannvale,Newry and Mourne,Northern Ireland,J218295,321867,329502,54.20000,-6.13333,BT34 5,Other
2038,Banstead,Surrey,England,TQ2559,525500,159500,51.32077,-0.20040,SM7 2,Town
2039,Bantam Grove,West Yorkshire,England,SE2727,427500,427500,53.74316,-1.58452,LS27 8,Other
2040,Bantaskin,Falkirk,Scotland,NS8779,287500,679500,55.99522,-3.80523,FK1 5,Other
2041,Bantham,Devon,England,SX6643,266500,43500,50.27633,-3.87490,TQ7 3,Other
2042,Banton,North Lanarkshire,Scotland,NS7579,275500,679500,55.99225,-3.99749,G65 0,Other
2043,Banwell,Somerset,England,ST3959,339500,159500,51.33136,-2.86976,BS29 6,Other
2044,Bapchild,Kent,England,TQ9262,592500,162500,51.32901,0.76171,ME9 9,Other
